Profile_Id,Profile_Name,Profile_Link,Designation
558,Arnaldo Delli Carri,https://pureportal.coventry.ac.uk/en/persons/arn-delli-carri/publications/,Curriculum Lead (Associate Professor - Academic)
559,Tereso del Río Almajano,https://pureportal.coventry.ac.uk/en/persons/tereso-del-r%C3%ADo-almajano/publications/,False
560,Stephanie Denning,https://pureportal.coventry.ac.uk/en/persons/stephanie-denning/publications/,Assistant Professor Research
561,Francesca Denton,https://pureportal.coventry.ac.uk/en/persons/francesca-denton/publications/,False
562,Ankur Deo,https://pureportal.coventry.ac.uk/en/persons/ankur-deo/publications/,False
563,Miriam De Rosa,https://pureportal.coventry.ac.uk/en/persons/miriam-de-rosa/publications/,Project Supervisor
564,Omkar Desai,https://pureportal.coventry.ac.uk/en/persons/omkar-desai/publications/,Project Supervisor
565,Liz Deutsch,https://pureportal.coventry.ac.uk/en/persons/liz-lees-deutsch/publications/,False
566,Tiphaine De Valon,https://pureportal.coventry.ac.uk/en/persons/tiphaine-de-valon/publications/,False
567,Ciaran Devane,https://pureportal.coventry.ac.uk/en/persons/ciaran-devane/publications/,Associate Pro-Vice-Chancellor and Centre Director Professor (CTPSR)
568,John Devane,https://pureportal.coventry.ac.uk/en/persons/john-devane/publications/,Professor
569,Timothy Devenport,https://pureportal.coventry.ac.uk/en/persons/timothy-devenport/publications/,False
570,Glauco De Vita,https://pureportal.coventry.ac.uk/en/persons/glauco-de-vita/publications/,Professor in Business and Management
571,Ben Dew,https://pureportal.coventry.ac.uk/en/persons/ben-dew/publications/,Associate Head of School - Recruitment and Marketing
572,Micia De Wet,https://pureportal.coventry.ac.uk/en/persons/micia-de-wet/publications/,False
573,Alun DeWinter,https://pureportal.coventry.ac.uk/en/persons/alun-dewinter/publications/,Research Fellow
574,Sunita Dewitt,https://pureportal.coventry.ac.uk/en/persons/sunita-dewitt/publications/,Assistant Professor Academic in Entrepreneurship
575,Manisha Dhir,https://pureportal.coventry.ac.uk/en/persons/manisha-dhir/publications/,Lecturer in Finance
576,Jane Diamond,https://pureportal.coventry.ac.uk/en/persons/jane-diamond/publications/,Academic Marking Assistant
577,Isabelle Dias,https://pureportal.coventry.ac.uk/en/persons/isabelle-dias/publications/,Senior Technical Assistant
578,Jose Dias,https://pureportal.coventry.ac.uk/en/persons/jose-dias/publications/,Assistant Professor (Research)
579,Sally Dibb,https://pureportal.coventry.ac.uk/en/persons/sally-dibb/publications/,Professor in Marketing and Society
580,Laura Di Chiacchio,https://pureportal.coventry.ac.uk/en/persons/laura-di-chiacchio/publications/,False
581,Alexander Diederich,https://pureportal.coventry.ac.uk/en/persons/alexander-diederich/publications/,False
582,Bastien Dieppois,https://pureportal.coventry.ac.uk/en/persons/bastien-dieppois/publications/,Assistant Professor Research
583,Denis Diffo,https://pureportal.coventry.ac.uk/en/persons/denis-diffo/publications/,Lecturer in Business Management
584,Amena Dilmohamed,https://pureportal.coventry.ac.uk/en/persons/amena-dilmohamed/publications/,"Academic Marking Assistant, Project Supervisor"
585,Edward Djan,https://pureportal.coventry.ac.uk/en/persons/edward-djan/publications/,Lecturer in Mechanical Engineering
586,Sertel Djelal,https://pureportal.coventry.ac.uk/en/persons/sertel-djelal/publications/,False
587,Aneesha Doal,https://pureportal.coventry.ac.uk/en/persons/aneesha-doal/publications/,False
588,Mike Dodd,https://pureportal.coventry.ac.uk/en/persons/mike-dodd/publications/,Assistant Professor (Research)
589,Pablo Domene,https://pureportal.coventry.ac.uk/en/persons/pablo-domene/publications/,Lecturer
590,William Donald,https://pureportal.coventry.ac.uk/en/persons/william-donald/publications/,Lecturer in Sports Psychology
591,Angelines Donastorg Sosa,https://pureportal.coventry.ac.uk/en/persons/angelines-donastorg-sosa/publications/,Assistant Lecturer in Renewable Energy and Management
592,James Donnelly,https://pureportal.coventry.ac.uk/en/persons/james-donnelly/publications/,False
593,Matthew Dore,https://pureportal.coventry.ac.uk/en/persons/matthew-dore/publications/,Professor in Enterprise and Innovation (Fatigue and Fracture)
594,Michelle Dorgan,https://pureportal.coventry.ac.uk/en/persons/michelle-dorgan/publications/,False
595,Davinder Dosanjh,https://pureportal.coventry.ac.uk/en/persons/davinder-dosanjh/publications/,VCO Governor
596,Lisa Dowler,https://pureportal.coventry.ac.uk/en/persons/lisa-dowler/publications/,False
597,Lauren Doyle,https://pureportal.coventry.ac.uk/en/persons/lauren-doyle/publications/,Academic Marking Assistant
598,Leitrim Doyle,https://pureportal.coventry.ac.uk/en/persons/leitrim-doyle/publications/,False
599,Carol Drugan,https://pureportal.coventry.ac.uk/en/persons/carol-drugan/publications/,Lecturer in Adult Nursing
600,Rachel Drury,https://pureportal.coventry.ac.uk/en/persons/rachel-drury/publications/,Academic Marking Assistant
601,Kuda Dube Dube,https://pureportal.coventry.ac.uk/en/persons/kuda-dube-dube/publications/,Project Supervisor
602,Dirk Dugdale Duwell,https://pureportal.coventry.ac.uk/en/persons/dirk-dugdale-duwell/publications/,False
603,Michael Duncan,https://pureportal.coventry.ac.uk/en/persons/michael-duncan/publications/,Centre Director
604,Ange Dunne,https://pureportal.coventry.ac.uk/en/persons/ange-dunne/publications/,Science Technician
605,Ian Dunwell,https://pureportal.coventry.ac.uk/en/persons/ian-dunwell/publications/,Assistant Professor Research
606,Louis Daneel Du Preez,https://pureportal.coventry.ac.uk/en/persons/louis-daneel-du-preez/publications/,False
607,Jo Durham,https://pureportal.coventry.ac.uk/en/persons/jo-durham/publications/,Assistant Professor (Academic)
608,Ololade Durodola,https://pureportal.coventry.ac.uk/en/persons/ololade-durodola/publications/,False
609,Jaque Daniel Jon Simon Durrant,https://pureportal.coventry.ac.uk/en/persons/jaque-daniel-jon-simon-durrant/publications/,False
610,Adolphus Chukwunonso Duru,https://pureportal.coventry.ac.uk/en/persons/adolphus-chukwunonso-duru/publications/,False
611,Ryan Jaromir Dziadowiec,https://pureportal.coventry.ac.uk/en/persons/ryan-jaromir-dziadowiec/publications/,False
612,Judi Ebbrell,https://pureportal.coventry.ac.uk/en/persons/judi-ebbrell/publications/,Assistant Professor (Academic)
613,Sina Ebrahimi,https://pureportal.coventry.ac.uk/en/persons/sina-ebrahimi/publications/,False
614,Adam Eckley,https://pureportal.coventry.ac.uk/en/persons/adam-eckley/publications/,FBL External Associate
615,Jonathan Eden,https://pureportal.coventry.ac.uk/en/persons/jonathan-eden/publications/,Assistant Professor Research
616,Daniel Edgcumbe,https://pureportal.coventry.ac.uk/en/persons/daniel-edgcumbe/publications/,Lecturer in Psychology
617,Kate Edmondson,https://pureportal.coventry.ac.uk/en/persons/kate-edmondson/publications/,Lecturer in Occupational Therapy
618,Sean Edmunds,https://pureportal.coventry.ac.uk/en/persons/sean-edmunds/publications/,Lecturer in Paramedic Science
619,Gabrielle Edwards,https://pureportal.coventry.ac.uk/en/persons/gabrielle-edwards/publications/,False
620,Alloysius Egbulonu,https://pureportal.coventry.ac.uk/en/persons/alloysius-egbulonu/publications/,Associate Lecturer in Economics
621,Ashem Egila,https://pureportal.coventry.ac.uk/en/persons/ashem-egila-2/publications/,FBL PhD Student Worker
622,Bernice Ejiogu,https://pureportal.coventry.ac.uk/en/persons/bernice-ejiogu/publications/,Lecturer in Public Health
623,Job Ekolu,https://pureportal.coventry.ac.uk/en/persons/job-ekolu/publications/,False
624,Arinze Ekwem,https://pureportal.coventry.ac.uk/en/persons/arinze-ekwem/publications/,Lecturer Leadership and Management in Health
625,Faris Elasha,https://pureportal.coventry.ac.uk/en/persons/faris-elasha/publications/,Assistant Professor Academic
626,Mahmoud Elbattah,https://pureportal.coventry.ac.uk/en/persons/mahmoud-elbattah/publications/,Project Supervisor
627,Omar El Houdna,https://pureportal.coventry.ac.uk/en/persons/omar-el-houdna/publications/,7012AAD
628,Simon Elliott,https://pureportal.coventry.ac.uk/en/persons/simon-elliott/publications/,Project Supervisor
629,Zac Elliott,https://pureportal.coventry.ac.uk/en/persons/zac-elliott/publications/,False
630,David Ellis,https://pureportal.coventry.ac.uk/en/persons/david-ellis/publications/,Assistant Professor Academic
631,Simon Ellis,https://pureportal.coventry.ac.uk/en/persons/simon-ellis/publications/,Associate Professor Research
632,Basil Elmasri,https://pureportal.coventry.ac.uk/en/persons/dr-basil-elmasri-elmasri/publications/,Lecturer in Computer Science
633,Ahmed Elmasry,https://pureportal.coventry.ac.uk/en/persons/ahmed-elmasry/publications/,Professor of Corporate Finance and Governance
634,Ibrahim Elmghaamez,https://pureportal.coventry.ac.uk/en/persons/ibrahim-elmghaamez/publications/,Lecturer in Accounting
635,Mark Elshaw,https://pureportal.coventry.ac.uk/en/persons/mark-elshaw/publications/,Lecturer in Computer Science
636,Mohamed Elshimy,https://pureportal.coventry.ac.uk/en/persons/mohamed-elshimy/publications/,Assistant Lecturer in Automotive Engineering
637,Jen Elvy,https://pureportal.coventry.ac.uk/en/persons/jen-elvy/publications/,False
638,Ahmed Abdelmageed Saad Ahmed Elwakeel,https://pureportal.coventry.ac.uk/en/persons/ahmed-abdelmageed-saad-ahmed-elwakeel/publications/,False
639,Lloyd Emeka,https://pureportal.coventry.ac.uk/en/persons/lloyd-emeka/publications/,Academic Marking Assistant
640,Nwabueze Emekwuru,https://pureportal.coventry.ac.uk/en/persons/nwabueze-emekwuru/publications/,Assistant Professor (Academic)
641,Iniobong Enang,https://pureportal.coventry.ac.uk/en/persons/iniobong-enang/publications/,Assistant Professor Academic
642,Jodie Enderby,https://pureportal.coventry.ac.uk/en/persons/jodie-enderby/publications/,False
643,Nnenna Enebeli,https://pureportal.coventry.ac.uk/en/persons/nnenna-enebeli/publications/,Project Supervisor
644,Okeoghene Enebeli,https://pureportal.coventry.ac.uk/en/persons/okeoghene-enebeli-2/publications/,Lecturer in Enterprise and Entrepreneurship
645,Ikenna Stanley Enebuse,https://pureportal.coventry.ac.uk/en/persons/ikenna-stanley-enebuse/publications/,False
646,Matthew England,https://pureportal.coventry.ac.uk/en/persons/matthew-england/publications/,"Centre Director, Associate Professor Academic"
647,John Ayuk Enombu,https://pureportal.coventry.ac.uk/en/persons/john-ayuk-enombu/publications/,Assistant Lecturer in Accounting
648,Sarah Erian,https://pureportal.coventry.ac.uk/en/persons/sarah-erian/publications/,Assistant Lecturer Nursing Associates
649,Engin Erken,https://pureportal.coventry.ac.uk/en/persons/engin-erken/publications/,False
650,Julio Escudero,https://pureportal.coventry.ac.uk/en/persons/julio-escudero/publications/,False
651,Azzouz Essamri,https://pureportal.coventry.ac.uk/en/persons/azzouz-essamri/publications/,Lecturer in Marketing and Advertising
652,Rosemarie Essay,https://pureportal.coventry.ac.uk/en/persons/rosemarie-essay/publications/,Academic Marking Assistant
653,Inimfon Essiet,https://pureportal.coventry.ac.uk/en/persons/inimfon-essiet/publications/,False
654,Martin Esugo,https://pureportal.coventry.ac.uk/en/persons/martin-esugo/publications/,False
655,Jason Etienne,https://pureportal.coventry.ac.uk/en/persons/jason-etienne/publications/,Assistant Professor Academic
656,Steven Eustace,https://pureportal.coventry.ac.uk/en/persons/steven-eustace/publications/,Lecturer
657,Adrian Evans,https://pureportal.coventry.ac.uk/en/persons/adrian-evans/publications/,Associate Professor Research
658,Adrienne Evans,https://pureportal.coventry.ac.uk/en/persons/ady-evans/publications/,Reader
659,Hala Evans,https://pureportal.coventry.ac.uk/en/persons/hala-evans/publications/,Assistant Professor Academic
660,Mark Evans,https://pureportal.coventry.ac.uk/en/persons/mark-evans/publications/,Professor Theatre Training and Education
661,Martin Evans,https://pureportal.coventry.ac.uk/en/persons/martin-evans-2/publications/,False
662,Emma Eyre,https://pureportal.coventry.ac.uk/en/persons/emma-eyre/publications/,Assistant Professor Academic
663,Godswill Ezeonyeka,https://pureportal.coventry.ac.uk/en/persons/godswill-ezeonyeka/publications/,False
664,Leonardo Faedo,https://pureportal.coventry.ac.uk/en/persons/leonardo-faedo/publications/,False
665,Mahboobeh Fallah,https://pureportal.coventry.ac.uk/en/persons/mahboobeh-fallah/publications/,False
666,Yueping Fang,https://pureportal.coventry.ac.uk/en/persons/yueping-fang/publications/,Assistant Professor Academic
667,Majdi Fanous,https://pureportal.coventry.ac.uk/en/persons/majdi-fanous/publications/,False
668,Abunur Muslehuddin Faradhi,https://pureportal.coventry.ac.uk/en/persons/abunur-muslehuddin-faradhi/publications/,False
669,Masoumeh Faraji,https://pureportal.coventry.ac.uk/en/persons/masoumeh-faraji/publications/,Assistant Professor (Research)
670,Sajjad Faraji Dizaji,https://pureportal.coventry.ac.uk/en/persons/sajjad-faraji-dizaji/publications/,Lecturer in Economics
671,Soroush Faramehr,https://pureportal.coventry.ac.uk/en/persons/soroush-faramehr/publications/,Associate Professor (Research)
672,Neelam Faree,https://pureportal.coventry.ac.uk/en/persons/neelam-faree/publications/,Lecturer in Non-Medical Prescribing
673,Miguel Farias,https://pureportal.coventry.ac.uk/en/persons/miguel-farias/publications/,Associate Professor Academic
674,Sebastien Farnaud,https://pureportal.coventry.ac.uk/en/persons/sebastien-farnaud/publications/,Professor of Enterprise and Innovation in Healthcare Technology
675,Umar Farooq,https://pureportal.coventry.ac.uk/en/persons/umar-farooq/publications/,Lecturer in Business Analytics
676,Fatima Aminu Farouk,https://pureportal.coventry.ac.uk/en/persons/fatima-aminu-farouk/publications/,False
677,Michelle Farrell,https://pureportal.coventry.ac.uk/en/persons/michelle-farrell/publications/,Assistant Professor (Research)
678,Aboubakr Fathalla,https://pureportal.coventry.ac.uk/en/persons/aboubakr-fathalla/publications/,False
679,Judith Fathallah,https://pureportal.coventry.ac.uk/en/persons/judith-fathallah/publications/,Research Fellow - COPIM
680,Xiang Fei,https://pureportal.coventry.ac.uk/en/persons/xiang-fei/publications/,Assistant Professor Academic
681,Georges Félix,https://pureportal.coventry.ac.uk/en/persons/georges-felix/publications/,Assistant Professor Research
682,Adam Fenton,https://pureportal.coventry.ac.uk/en/persons/adam-fenton/publications/,Associate Professor (Research)
683,Meggie Fenton,https://pureportal.coventry.ac.uk/en/persons/meggie-fenton/publications/,Lecturer in Criminology
684,Ken Fero,https://pureportal.coventry.ac.uk/en/persons/ken-fero/publications/,Assistant Professor (Research)
685,Carlos Ferreira,https://pureportal.coventry.ac.uk/en/persons/carlos-ferreira/publications/,Assistant Professor Research
686,Clara Ferreira,https://pureportal.coventry.ac.uk/en/persons/clara-ferreira/publications/,False
687,Jennifer Ferreira,https://pureportal.coventry.ac.uk/en/persons/jennifer-ferreira/publications/,Research Fellow
688,Andrea Field,https://pureportal.coventry.ac.uk/en/persons/andrea-field/publications/,Assistant Professor (Academic)
689,Peter Finkenbusch,https://pureportal.coventry.ac.uk/en/persons/peter-finkenbusch/publications/,Lecturer in International Relations
690,Daniel Finnemore,https://pureportal.coventry.ac.uk/en/persons/daniel-finnemore/publications/,Lecturer in Film Production
691,Roxana Firth,https://pureportal.coventry.ac.uk/en/persons/roxana-firth/publications/,Research Fellow
692,Tom Fisher,https://pureportal.coventry.ac.uk/en/persons/tom-fisher/publications/,Impact and Development Manager
693,Michael Fishwick,https://pureportal.coventry.ac.uk/en/persons/michael-fishwick/publications/,False
694,Jane Fitchford,https://pureportal.coventry.ac.uk/en/persons/jane-fitchford/publications/,Assistant Lecturer Clinical Skills
695,Ahyani Radhiani Fitri,https://pureportal.coventry.ac.uk/en/persons/ahyani-radhiani-fitri/publications/,False
696,Michael Fitzpatrick,https://pureportal.coventry.ac.uk/en/persons/michael-fitzpatrick/publications/,"Pro-Vice-Chancellor - Engineering, Environment and Computing"
697,Joe Fleming,https://pureportal.coventry.ac.uk/en/persons/joe-fleming/publications/,Assistant Professor Academic
698,"Dan Flood, MA BSc(Hons) FHEA MBCS",https://pureportal.coventry.ac.uk/en/persons/dan-flood/publications/,False
699,Ciaran Floyd-mullan,https://pureportal.coventry.ac.uk/en/persons/ciaran-floyd-mullan/publications/,False
700,Susanne Foellmer,https://pureportal.coventry.ac.uk/en/persons/susanne-foellmer/publications/,Professor in Dance Studies
701,Omotola Folorunsho,https://pureportal.coventry.ac.uk/en/persons/omotola-folorunsho/publications/,False
702,Pam Fom,https://pureportal.coventry.ac.uk/en/persons/pam-fom/publications/,Lecturer in Civil Engineering
703,Beth Footitt,https://pureportal.coventry.ac.uk/en/persons/beth-footitt/publications/,Lecturer in Adult Nursing
704,Sarah Forbes-Robertson,https://pureportal.coventry.ac.uk/en/persons/sarah-forbes-robertson/publications/,Lecturer
705,Gemma Foster,https://pureportal.coventry.ac.uk/en/persons/gemma-foster/publications/,Research Assistant
706,Liz Foster,https://pureportal.coventry.ac.uk/en/persons/liz-foster/publications/,VCO Co-opted member of ARC
707,Rebecca Foster,https://pureportal.coventry.ac.uk/en/persons/rebecca-foster/publications/,Lecturer in Graphic Design
708,Steve Foster,https://pureportal.coventry.ac.uk/en/persons/steve-foster/publications/,Curriculum Lead Associate Professor - Academic
709,Steven Foster,https://pureportal.coventry.ac.uk/en/persons/steven-foster/publications/,"Associate Head of School Quality and Accreditation, Assistant Professor (Academic)"
710,Abbas Fotouhi,https://pureportal.coventry.ac.uk/en/persons/abbas-fotouhi/publications/,"2Project Supervisor, Project Supervisor"
711,Rebecca Fowler,https://pureportal.coventry.ac.uk/en/persons/rebecca-fowler/publications/,False
712,maddalena fragnito,https://pureportal.coventry.ac.uk/en/persons/maddalena-fragnito/publications/,False
713,Andrew Frampton,https://pureportal.coventry.ac.uk/en/persons/andrew-frampton/publications/,Assistant Professor Academic
714,Matthew Francis,https://pureportal.coventry.ac.uk/en/persons/matthew-francis/publications/,Professor of Practice (Security and Resilience)
715,Alex Franklin,https://pureportal.coventry.ac.uk/en/persons/alex-franklin/publications/,Professor of Social Sustainability Science
716,Abi Fraser,https://pureportal.coventry.ac.uk/en/persons/abi-fraser/publications/,Lecturer
717,Heather Fraser,https://pureportal.coventry.ac.uk/en/persons/heather-fraser/publications/,Assistant Professor Academic
718,Jordana Freemantle,https://pureportal.coventry.ac.uk/en/persons/jordana-freemantle/publications/,Academic Marking Assistant
719,Alison Freer,https://pureportal.coventry.ac.uk/en/persons/alison-freer/publications/,FBL Lecturer
720,Jana Fried,https://pureportal.coventry.ac.uk/en/persons/jana-fried/publications/,Assistant Professor Research
721,David Frost,https://pureportal.coventry.ac.uk/en/persons/david-frost/publications/,VCO Non-Exec Director
722,Marwan Fuad,https://pureportal.coventry.ac.uk/en/persons/marwan-fuad/publications/,Assistant Professor Academic
723,Ulya Fuhaidah,https://pureportal.coventry.ac.uk/en/persons/ulya-fuhaidah/publications/,False
724,Emily Fulcher,https://pureportal.coventry.ac.uk/en/persons/emily-fulcher/publications/,Academic Marking Assistant
725,Patrick Fuller,https://pureportal.coventry.ac.uk/en/persons/patrick-fuller/publications/,False
726,David Luigi Fuschi,https://pureportal.coventry.ac.uk/en/persons/david-luigi-fuschi/publications/,Assistant Professor (Academic)
727,Nikos Fytas,https://pureportal.coventry.ac.uk/en/persons/nikos-fytas/publications/,Associate Professor (Research)
728,Tulika Gadakari,https://pureportal.coventry.ac.uk/en/persons/tulika-gadakari/publications/,Assistant Professor Academic
729,Sandeep Gakhal,https://pureportal.coventry.ac.uk/en/persons/sandeep-gakhal/publications/,False
730,Carolina Gallo Granizo,https://pureportal.coventry.ac.uk/en/persons/carolina-gallo-granizo/publications/,False
731,Jenny Gamble,https://pureportal.coventry.ac.uk/en/persons/jenny-gamble/publications/,Professor of Midwifery
732,Abdelaziz Gamil,https://pureportal.coventry.ac.uk/en/persons/abdelaziz-gamil/publications/,Assistant Professor (Academic)
733,Alfred Gand,https://pureportal.coventry.ac.uk/en/persons/alfred-gand/publications/,Lecturer in Civil Engineering
734,Sivasharmini Ganeshamoorthy,https://pureportal.coventry.ac.uk/en/persons/sivasharmini-ganeshamoorthy/publications/,False
735,Lisa Ganobcsik-Williams,https://pureportal.coventry.ac.uk/en/persons/lisa-ganobcsik-williams/publications/,Head of Centre for Academic Writing
736,Alexeis Garcia-Perez,https://pureportal.coventry.ac.uk/en/persons/alexeis-garcia-perez/publications/,Professor in Management Information Systems
737,Beth Gardiner,https://pureportal.coventry.ac.uk/en/persons/beth-gardiner/publications/,Clinical Visiting Tutor
738,Christopher Gardner,https://pureportal.coventry.ac.uk/en/persons/christopher-gardner/publications/,False
739,Sheena Gardner,https://pureportal.coventry.ac.uk/en/persons/sheena-gardner/publications/,Professor of Applied Linguistics
740,Mahda Garmaki,https://pureportal.coventry.ac.uk/en/persons/mahda-garmaki/publications/,Lecturer in Business Strategy
741,Mark Garner,https://pureportal.coventry.ac.uk/en/persons/mark-garner/publications/,Assistant Professor Academic
742,Olivia Garro,https://pureportal.coventry.ac.uk/en/persons/olivia-garro/publications/,False
743,Bekim Gashi,https://pureportal.coventry.ac.uk/en/persons/bekim-gashi/publications/,Assistant Professor Academic
744,Greta Gauhe,https://pureportal.coventry.ac.uk/en/persons/greta-gauhe/publications/,False
745,Paul Gaunt,https://pureportal.coventry.ac.uk/en/persons/paul-gaunt/publications/,Lecturer in Careers Guidance
746,Nitish Gaur,https://pureportal.coventry.ac.uk/en/persons/nitish-gaur/publications/,Lecturer Leadership & Management in Health
747,Elena Gaura,https://pureportal.coventry.ac.uk/en/persons/elena-gaura/publications/,False
748,Jennie Gautier,https://pureportal.coventry.ac.uk/en/persons/jennie-gautier/publications/,Lecturer for Assistant Practitioners in Health Care
749,Susan Gautrey,https://pureportal.coventry.ac.uk/en/persons/susan-gautrey/publications/,False
750,Zoe Gazeley-Eke,https://pureportal.coventry.ac.uk/en/persons/zoe-gazeley-eke/publications/,Assistant Professor (Academic)
751,Maryke Geldenhuys,https://pureportal.coventry.ac.uk/en/persons/maryke-geldenhuys/publications/,False
752,Malte Gembus,https://pureportal.coventry.ac.uk/en/persons/malte-gembus/publications/,Research Fellow
753,Lenni George,https://pureportal.coventry.ac.uk/en/persons/lenni-george/publications/,FBL FBL Tutor
754,Suresh George,https://pureportal.coventry.ac.uk/en/persons/suresh-george/publications/,Curriculum Lead Associate Professor - Academic
755,Alex Edward Georgiou,https://pureportal.coventry.ac.uk/en/persons/alex-edward-georgiou/publications/,False
756,Simon Gerard,https://pureportal.coventry.ac.uk/en/persons/simon-gerard/publications/,Assistant Professor (Research)
757,Denis Gessert,https://pureportal.coventry.ac.uk/en/persons/denis-gessert/publications/,False
758,Temesghen Ghaim,https://pureportal.coventry.ac.uk/en/persons/temesghen-ghaim/publications/,False
759,Rebwar Kamal Gharib,https://pureportal.coventry.ac.uk/en/persons/rebwar-kamal-gharib/publications/,Associate Head of School - Recruitment and Marketing
760,Aysar Ghassan,https://pureportal.coventry.ac.uk/en/persons/aysar-ghassan/publications/,Assistant Professor Academic
761,Seyedeh Hanieh Ghiasi Limanjoobi,https://pureportal.coventry.ac.uk/en/persons/seyedeh-hanieh-ghiasi-limanjoobi/publications/,False
762,Amrit Ghimire,https://pureportal.coventry.ac.uk/en/persons/amrit-ghimire/publications/,False
763,Susanta Kumar Ghosh,https://pureportal.coventry.ac.uk/en/persons/sush-ghosh/publications/,False
764,Suhail Mohammad Ghouse,https://pureportal.coventry.ac.uk/en/persons/suhail-mohammad-ghouse/publications/,False
765,Jinder Ghuman,https://pureportal.coventry.ac.uk/en/persons/jinder-ghuman/publications/,Sports Therapy Clinical Supervisor
766,Kyriaki Giannou,https://pureportal.coventry.ac.uk/en/persons/kyriaki-giannou/publications/,Lecturer in Psychology
767,Shannen Gibbons,https://pureportal.coventry.ac.uk/en/persons/shannen-gibbons/publications/,Lecturer in Marketing
768,Ruth Gibson,https://pureportal.coventry.ac.uk/en/persons/ruth-gibson/publications/,Associate Professor Academic
769,Gabrielle Gilbert,https://pureportal.coventry.ac.uk/en/persons/gabrielle-gilbert/publications/,Academic Marking Assistant
770,Holly Jade Gilbert,https://pureportal.coventry.ac.uk/en/persons/holly-jade-gilbert/publications/,False
771,Marc Gilbey,https://pureportal.coventry.ac.uk/en/persons/marc-gilbey-2/publications/,Assistant Professor (Academic)
772,George Giles,https://pureportal.coventry.ac.uk/en/persons/george-giles/publications/,Academic Marking Assistant
773,Gary Gilkes,https://pureportal.coventry.ac.uk/en/persons/gary-gilkes/publications/,Curriculum Lead Associate Professor - Academic
774,Rachael Hughson Gill,https://pureportal.coventry.ac.uk/en/persons/rachael-hughson-gill-2/publications/,False
775,Anna Gillions,https://pureportal.coventry.ac.uk/en/persons/anna-gillions/publications/,False
776,Evangelos Gkanas,https://pureportal.coventry.ac.uk/en/persons/evangelos-gkanas/publications/,Assistant Professor Academic
777,Rebecca Gladwin-Geoghegan,https://pureportal.coventry.ac.uk/en/persons/rebecca-gladwin-geoghegan/publications/,Associate Head of School - Recruitment and Marketing
778,Andrew Glazzard,https://pureportal.coventry.ac.uk/en/persons/andrew-glazzard/publications/,Professor of National Security Policy and Practice
779,Damien Gleadall-Siddall,https://pureportal.coventry.ac.uk/en/persons/damien-gleadall-siddall/publications/,Lecturer in Sport and Exercise Science
780,Stephan Goerttler,https://pureportal.coventry.ac.uk/en/persons/stephan-goerttler/publications/,False
781,Farhana Gokhool,https://pureportal.coventry.ac.uk/en/persons/farhana-gokhool/publications/,False
782,Mira Balchandran Gokul,https://pureportal.coventry.ac.uk/en/persons/mira-balchandran-gokul/publications/,False
783,Daniel Goldsmith,https://pureportal.coventry.ac.uk/en/persons/daniel-goldsmith/publications/,Assistant Professor Academic
784,Nick Golsby,https://pureportal.coventry.ac.uk/en/persons/nick-golsby/publications/,Curriculum Lead (Associate Professor - Academic)
785,Anya Goncalves Geiger,https://pureportal.coventry.ac.uk/en/persons/anya-goncalves-geiger/publications/,False
786,Demetrius Gonsalves,https://pureportal.coventry.ac.uk/en/persons/demetrius-gonsalves/publications/,Lecturer in Social Work
787,Ramon Gonzalez-Mendez,https://pureportal.coventry.ac.uk/en/persons/ramon-gonzalez-mendez/publications/,False
788,Matt Goodman,https://pureportal.coventry.ac.uk/en/persons/matt-goodman/publications/,Assistant Professor (Academic)
789,Mark Goodwin,https://pureportal.coventry.ac.uk/en/persons/mark-goodwin/publications/,Lecturer in Politics
790,Sandy Goodyer,https://pureportal.coventry.ac.uk/en/persons/sandy-goodyer/publications/,Assistant Professor Academic
791,Rakesh Gopinath,https://pureportal.coventry.ac.uk/en/persons/rakesh-gopinath/publications/,Assistant Lecturer in Civil Engineering
792,Adele Gordon,https://pureportal.coventry.ac.uk/en/persons/adele-gordon/publications/,Assistant Professor (Academic)
793,John Anthony Gordon,https://pureportal.coventry.ac.uk/en/persons/john-anthony-gordon/publications/,False
794,Tom Gorman,https://pureportal.coventry.ac.uk/en/persons/tom-gorman/publications/,Assistant Professor (Academic)
795,Nick Gorse,https://pureportal.coventry.ac.uk/en/persons/nick-gorse/publications/,Head of School - Art and Design
796,Rajib Goswami,https://pureportal.coventry.ac.uk/en/persons/rajib-goswami/publications/,Assistant Professor (Academic) in Electrical and Electronic Engineering
797,Phillip Gould,https://pureportal.coventry.ac.uk/en/persons/phillip-gould/publications/,Deputy Head of School
798,"Rita Goyal, PhD MA BSc FHEA",https://pureportal.coventry.ac.uk/en/persons/rita-goyal/publications/,Assistant Professor (Research)
799,Holly Graham,https://pureportal.coventry.ac.uk/en/persons/holly-graham/publications/,Clinical Visiting Tutor
800,Karina Graham,https://pureportal.coventry.ac.uk/en/persons/karina-graham/publications/,False
801,Benoit Granier,https://pureportal.coventry.ac.uk/en/persons/benoit-granier/publications/,Assistant Professor Academic
802,Christine Grant,https://pureportal.coventry.ac.uk/en/persons/christine-grant/publications/,Associate Professor (Research)
803,Rebecca Grant,https://pureportal.coventry.ac.uk/en/persons/rebecca-grant/publications/,Assistant Professor Academic
804,Sam Grant,https://pureportal.coventry.ac.uk/en/persons/sam-grant/publications/,False
805,Ryan Graty,https://pureportal.coventry.ac.uk/en/persons/ryan-graty/publications/,Assistant Lecturer in Sports Therapy
